"EAN or ISBN";"name of the product";"product page URL";"internal reference";"product category";"current price";"crossed price";"big image";"description";"manufacturer reference";"condition";"brand";"ecotaxe";"product availability";"shipping costs";"warranty";"discount indicator";"stock indicator";"Taille";"performance indicator";"ID_Parent";"Genre";"Color";"name";"URL"
"0198720244733";"SALOMON Active Skin 4 Set - Marron - taille S 2026";"https://iza.ekosport.fr/?P4E23158990717S1UE41267304750791V4";"K120084V015";"Ekosport > Nos Univers > Trail > Sac hydratation trail > Sac trail";"70.9";"99.900000";"https://res.cloudinary.com/ekoweb/image/upload/s--xOqE7Di5--/f_auto%2Ch_600%2Cq_auto:eco%2Cw_600/v1/products/K120084/views/k120084_active-skin-4-set_lc2863200_01";"Pensé pour vous accompagner lors de vos sorties longues de course à pied et de trail, l&#039;ACTIVE SKIN 4 de chez Salomon est un gilet d&#039;hydratation pour homme taillé pour enchaîner les kilomètres avec tout le nécessaire à votre activité sportive.Ce sac composé d&#039;un tissu doux, confortable et à séchage rapide comprend la conception Sensifit™ qui vous garantit un ajustement précis, une bonne liberté de mouvement ainsi qu&#039;un bon maintien en plein effort. Le système Quick Link et les cordons élastiques de leur côté renforcer le port confortable sur route ou sur sentier accidenté.De nombreuses fonctionnalités sont présentes afin de faciliter vos courses longues comme son volume de 4 litres, ses multiples poches internes et externes pour accueillir vos essentiels, vos barres ou vos gels ou encore ses deux soft flasks de 500 ml incluses.Avec l&#039;ACTIVE SKIN 4 de Salomon, vous disposez d&#039;un gilet de course fiable et fonctionnel pensé pour satisfaire tous vos besoins lors des sorties de plusieurs heures sur chemins roulants ou techniques.";"LC2863200";"Neuf";"SALOMON";"";"in stock";"6.99";"";"";"En stock";"S";"https://www.ekosport.fr/salomon-active-skin-4-set-p-K120084";"K120084";"Homme";"Marron";"SALOMON ACTIVE SKIN 4 SET";"https://www.ekosport.fr/salomon-active-skin-4-set-p-K120084?tai=K120084V015"
"0198720244726";"SALOMON Active Skin 4 Set - Marron - taille M 2026";"https://iza.ekosport.fr/?P4E23158990717S1UE41267304750792V4";"K120084V020";"Ekosport > Nos Univers > Trail > Sac hydratation trail > Sac trail";"70.9";"99.900000";"https://res.cloudinary.com/ekoweb/image/upload/s--xOqE7Di5--/f_auto%2Ch_600%2Cq_auto:eco%2Cw_600/v1/products/K120084/views/k120084_active-skin-4-set_lc2863200_01";"Pensé pour vous accompagner lors de vos sorties longues de course à pied et de trail, l&#039;ACTIVE SKIN 4 de chez Salomon est un gilet d&#039;hydratation pour homme taillé pour enchaîner les kilomètres avec tout le nécessaire à votre activité sportive.Ce sac composé d&#039;un tissu doux, confortable et à séchage rapide comprend la conception Sensifit™ qui vous garantit un ajustement précis, une bonne liberté de mouvement ainsi qu&#039;un bon maintien en plein effort. Le système Quick Link et les cordons élastiques de leur côté renforcer le port confortable sur route ou sur sentier accidenté.De nombreuses fonctionnalités sont présentes afin de faciliter vos courses longues comme son volume de 4 litres, ses multiples poches internes et externes pour accueillir vos essentiels, vos barres ou vos gels ou encore ses deux soft flasks de 500 ml incluses.Avec l&#039;ACTIVE SKIN 4 de Salomon, vous disposez d&#039;un gilet de course fiable et fonctionnel pensé pour satisfaire tous vos besoins lors des sorties de plusieurs heures sur chemins roulants ou techniques.";"LC2863200";"Neuf";"SALOMON";"";"in stock";"6.99";"";"";"En stock";"M";"https://www.ekosport.fr/salomon-active-skin-4-set-p-K120084";"K120084";"Homme";"Marron";"SALOMON ACTIVE SKIN 4 SET";"https://www.ekosport.fr/salomon-active-skin-4-set-p-K120084?tai=K120084V020"
"0198720244702";"SALOMON Active Skin 4 Set - Marron - taille L 2026";"https://iza.ekosport.fr/?P4E23158990717S1UE41267304750793V4";"K120084V025";"Ekosport > Nos Univers > Trail > Sac hydratation trail > Sac trail";"70.9";"99.900000";"https://res.cloudinary.com/ekoweb/image/upload/s--xOqE7Di5--/f_auto%2Ch_600%2Cq_auto:eco%2Cw_600/v1/products/K120084/views/k120084_active-skin-4-set_lc2863200_01";"Pensé pour vous accompagner lors de vos sorties longues de course à pied et de trail, l&#039;ACTIVE SKIN 4 de chez Salomon est un gilet d&#039;hydratation pour homme taillé pour enchaîner les kilomètres avec tout le nécessaire à votre activité sportive.Ce sac composé d&#039;un tissu doux, confortable et à séchage rapide comprend la conception Sensifit™ qui vous garantit un ajustement précis, une bonne liberté de mouvement ainsi qu&#039;un bon maintien en plein effort. Le système Quick Link et les cordons élastiques de leur côté renforcer le port confortable sur route ou sur sentier accidenté.De nombreuses fonctionnalités sont présentes afin de faciliter vos courses longues comme son volume de 4 litres, ses multiples poches internes et externes pour accueillir vos essentiels, vos barres ou vos gels ou encore ses deux soft flasks de 500 ml incluses.Avec l&#039;ACTIVE SKIN 4 de Salomon, vous disposez d&#039;un gilet de course fiable et fonctionnel pensé pour satisfaire tous vos besoins lors des sorties de plusieurs heures sur chemins roulants ou techniques.";"LC2863200";"Neuf";"SALOMON";"";"in stock";"6.99";"";"";"En stock";"L";"https://www.ekosport.fr/salomon-active-skin-4-set-p-K120084";"K120084";"Homme";"Marron";"SALOMON ACTIVE SKIN 4 SET";"https://www.ekosport.fr/salomon-active-skin-4-set-p-K120084?tai=K120084V025"
"0198720244696";"SALOMON Active Skin 4 Set - Marron - taille XL 2026";"https://iza.ekosport.fr/?P4E23158990717S1UE41267304750794V4";"K120084V030";"Ekosport > Nos Univers > Trail > Sac hydratation trail > Sac trail";"70.9";"99.900000";"https://res.cloudinary.com/ekoweb/image/upload/s--xOqE7Di5--/f_auto%2Ch_600%2Cq_auto:eco%2Cw_600/v1/products/K120084/views/k120084_active-skin-4-set_lc2863200_01";"Pensé pour vous accompagner lors de vos sorties longues de course à pied et de trail, l&#039;ACTIVE SKIN 4 de chez Salomon est un gilet d&#039;hydratation pour homme taillé pour enchaîner les kilomètres avec tout le nécessaire à votre activité sportive.Ce sac composé d&#039;un tissu doux, confortable et à séchage rapide comprend la conception Sensifit™ qui vous garantit un ajustement précis, une bonne liberté de mouvement ainsi qu&#039;un bon maintien en plein effort. Le système Quick Link et les cordons élastiques de leur côté renforcer le port confortable sur route ou sur sentier accidenté.De nombreuses fonctionnalités sont présentes afin de faciliter vos courses longues comme son volume de 4 litres, ses multiples poches internes et externes pour accueillir vos essentiels, vos barres ou vos gels ou encore ses deux soft flasks de 500 ml incluses.Avec l&#039;ACTIVE SKIN 4 de Salomon, vous disposez d&#039;un gilet de course fiable et fonctionnel pensé pour satisfaire tous vos besoins lors des sorties de plusieurs heures sur chemins roulants ou techniques.";"LC2863200";"Neuf";"SALOMON";"";"in stock";"6.99";"";"";"En stock";"XL";"https://www.ekosport.fr/salomon-active-skin-4-set-p-K120084";"K120084";"Homme";"Marron";"SALOMON ACTIVE SKIN 4 SET";"https://www.ekosport.fr/salomon-active-skin-4-set-p-K120084?tai=K120084V030"
"0198720243446";"SALOMON S/lab Ultra 12 Noir XS 2026";"https://iza.ekosport.fr/?P4E23158990717S1UE41267304832453V4";"K120085V010";"Ekosport > Nos Univers > Trail > Sac hydratation trail > Sac trail";"199.9";"199.900000";"https://res.cloudinary.com/ekoweb/image/upload/s--HSq3VOwy--/f_auto%2Ch_600%2Cq_auto:eco%2Cw_600/v1/products/K120085/views/k120085_s-lab-ultra-12_lc2863300_01";"Pensé pour vous accompagner lors de vos sorties longues et très longues de course à pied et de trail, le S/LAB ULTRA 12 de chez Salomon est un gilet d&#039;hydratation taillé pour enchaîner les kilomètres avec tout le nécessaire à votre activité sportive.Ce sac hyper léger composé d&#039;un tissu doux, confortable et à séchage rapide comprend la conception Sensifit™ qui vous garantit un ajustement précis, une bonne liberté de mouvement ainsi qu&#039;un bon maintien en plein effort. Le système Quick Link et les sangles de compression latérales viennent de leur côté renforcer le port confortable sur route ou sur sentier accidenté.De nombreuses fonctionnalités sont présentes afin de faciliter vos courses longues comme son volume spacieux de 12 litres, ses nombreuses poches internes et externes pour accueillir vêtements, essentiels et gels de course ou encore ses deux ULTRA flasks de 500 ml incluses.Avec le S/LAB ULTRA 12 de Salomon, vous disposez d&#039;un gilet de course fiable et fonctionnel pensé pour satisfaire tous vos besoins lors des sorties de plusieurs heures sur chemins roulants ou techniques.";"LC2863300";"Neuf";"SALOMON";"";"in stock";"1";"";"";"En stock";"XS";"https://www.ekosport.fr/salomon-s-lab-ultra-12-p-K120085";"K120085";"Mixte";"Noir";"SALOMON S/LAB ULTRA 12";"https://www.ekosport.fr/salomon-s-lab-ultra-12-p-K120085?tai=K120085V010"
"0198720243453";"SALOMON S/lab Ultra 12 Noir XL 2026";"https://iza.ekosport.fr/?P4E23158990717S1UE41267304797385V4";"K120085V030";"Ekosport > Nos Univers > Trail > Sac hydratation trail > Sac trail";"199.9";"199.900000";"https://res.cloudinary.com/ekoweb/image/upload/s--HSq3VOwy--/f_auto%2Ch_600%2Cq_auto:eco%2Cw_600/v1/products/K120085/views/k120085_s-lab-ultra-12_lc2863300_01";"Pensé pour vous accompagner lors de vos sorties longues et très longues de course à pied et de trail, le S/LAB ULTRA 12 de chez Salomon est un gilet d&#039;hydratation taillé pour enchaîner les kilomètres avec tout le nécessaire à votre activité sportive.Ce sac hyper léger composé d&#039;un tissu doux, confortable et à séchage rapide comprend la conception Sensifit™ qui vous garantit un ajustement précis, une bonne liberté de mouvement ainsi qu&#039;un bon maintien en plein effort. Le système Quick Link et les sangles de compression latérales viennent de leur côté renforcer le port confortable sur route ou sur sentier accidenté.De nombreuses fonctionnalités sont présentes afin de faciliter vos courses longues comme son volume spacieux de 12 litres, ses nombreuses poches internes et externes pour accueillir vêtements, essentiels et gels de course ou encore ses deux ULTRA flasks de 500 ml incluses.Avec le S/LAB ULTRA 12 de Salomon, vous disposez d&#039;un gilet de course fiable et fonctionnel pensé pour satisfaire tous vos besoins lors des sorties de plusieurs heures sur chemins roulants ou techniques.";"LC2863300";"Neuf";"SALOMON";"";"in stock";"1";"";"";"En stock";"XL";"https://www.ekosport.fr/salomon-s-lab-ultra-12-p-K120085";"K120085";"Mixte";"Noir";"SALOMON S/LAB ULTRA 12";"https://www.ekosport.fr/salomon-s-lab-ultra-12-p-K120085?tai=K120085V030"
"0195751679398";"SALOMON Highland Jacket -  - taille S 2026";"https://iza.ekosport.fr/?P4E23158990717S1UE41267304763925V4";"K121009V015";"Ekosport > Nos Univers > Ski alpin > Vêtement de ski > Veste de ski";"167.9";"299.900000";"https://res.cloudinary.com/ekoweb/image/upload/s---9TRZWtF--/f_auto%2Ch_600%2Cq_auto:eco%2Cw_600/v1/products/K121009/views/k121009_highland-jacket_lc2353500_01";"La HIGHLAND de Salomon est une veste de ski pour homme qui pense à tout.Ne laissant rien passer grâce sa membrane AdvancedSkin Dry 10 000 / 10 000 et son traitement déperlant, ce modèle laisse la peau respirer pour éviter au skieur de transpirer, tandis qu&#039;il ajoute une isolation PrimaLoft® Black Eco qui fait barrière au froid hivernal sans ajout de poids. Cette veste profite également d&#039;une construction avec tissu stretch pour une aisance gestuelle maximale, couplée à une doublure respirante. De nombreux détails fonctionnels viennent amplifier son efficacité sur la neige.Ce modèle possède les incontournables poches, jupe pare-neige, capuche et ventilations, mais aussi des poignets ajustables, une mentonnière douce, tout en étant compatible avec le port d&#039;un baudrier et d&#039;un sac à dos.";"LC2353500";"Neuf";"SALOMON";"";"in stock";"1";"";"";"En stock";"S";"https://www.ekosport.fr/salomon-highland-jacket-p-K121009";"K121009";"Homme";"";"SALOMON HIGHLAND JACKET";"https://www.ekosport.fr/salomon-highland-jacket-p-K121009?tai=K121009V015"
"0195751762434";"SALOMON Moon Patrol Bib W -  - taille XL 2026";"https://iza.ekosport.fr/?P4E23158990717S1UE41267304763927V4";"K121010V030";"Ekosport > Nos Univers > Ski alpin > Vêtement de ski > Pantalon de ski";"279.9";"499.900000";"https://res.cloudinary.com/ekoweb/image/upload/s--HMK0uXMn--/f_auto%2Ch_600%2Cq_auto:eco%2Cw_600/v1/products/K121010/views/k121010_moon-patrol-bib-w_lc2416700_01";"Parée pour la poudreuse, la MOON PATROL GTX BIB W de chez Salomon est une salopette de ski pour femme qui permet aux skieuses et snowboardeuses de rider pleinement.Assurant une haute protection contre les intempéries avec sa construction 3 couches composée d&#039;une matière, d&#039;une membrane et d&#039;une doublure collées pour former un tout, ce modèle ajoute un traitement déperlant durable pour ne vraiment rien laisser passer. De plus, il bénéficie de la fiabilité de la membrane Gore-Tex et de coutures soudées. La coupe ample favorise la gestuelle et assure un grand niveau de confort.De nombreux détails décuplent son efficacité sur la neige comme ses bretelles et plastron réglables, ses poches, guêtres, ventilation...";"LC2416700";"Neuf";"SALOMON";"";"in stock";"1";"";"";"En stock";"XL";"https://www.ekosport.fr/salomon-moon-patrol-bib-w-p-K121010";"K121010";"Femme";"";"SALOMON MOON PATROL BIB W";"https://www.ekosport.fr/salomon-moon-patrol-bib-w-p-K121010?tai=K121010V030"
"0198720172364";"SALOMON Absolute 3l Bib -  - taille XL 2026";"https://iza.ekosport.fr/?P4E23158990717S1UE41267304763929V4";"K121012V030";"Ekosport > Nos Univers > Ski alpin > Vêtement de ski > Pantalon de ski";"209.9";"379.900000";"https://res.cloudinary.com/ekoweb/image/upload/s--bRB7UXWo--/f_auto%2Ch_600%2Cq_auto:eco%2Cw_600/v1/products/K121012/views/k121012_absolute-3l-bib_lc2603500_01";"La salopette de freeride pour homme ABSOLUTE 3L BIB de Salomon est idéale pour le ski alpin et le snowboard en conditions extrêmes.Sa coupe Regular et la matière AdvancedSkin offrent une protection imperméable 20K/20K, assurant une protection optimale contre les intempéries. Le traitement déperlant renforce la durabilité et la résistance à l&#039;eau. La conception Motion Fit™ garantit une totale liberté de mouvement, essentielle pour les descentes techniques et les figures en snowboard. Confectionnée à partir de matériaux recyclés, cette salopette est à la fois écoresponsable et performante. Les aérations latérales permettent une ventilation efficace pour réguler la température corporelle durant l&#039;effort.Les trois poches zippées offrent des espaces de rangement pratiques pour les petits objets essentiels. Les bretelles et la taille réglables assurent un ajustement parfait, permettant aux skieurs et aux snowboarders de rester confortable toute la journée sur les pistes, mais surtout hors des sentiers battus.";"LC2603500";"Neuf";"SALOMON";"";"in stock";"1";"";"";"En stock";"XL";"https://www.ekosport.fr/salomon-absolute-3l-bib-p-K121012";"K121012";"Homme";"";"SALOMON ABSOLUTE 3L BIB";"https://www.ekosport.fr/salomon-absolute-3l-bib-p-K121012?tai=K121012V030"
"0198720172326";"SALOMON Absolute 3l Bib -  - taille XXL 2026";"https://iza.ekosport.fr/?P4E23158990717S1UE41267304763930V4";"K121012V035";"Ekosport > Nos Univers > Ski alpin > Vêtement de ski > Pantalon de ski";"209.9";"379.900000";"https://res.cloudinary.com/ekoweb/image/upload/s--bRB7UXWo--/f_auto%2Ch_600%2Cq_auto:eco%2Cw_600/v1/products/K121012/views/k121012_absolute-3l-bib_lc2603500_01";"La salopette de freeride pour homme ABSOLUTE 3L BIB de Salomon est idéale pour le ski alpin et le snowboard en conditions extrêmes.Sa coupe Regular et la matière AdvancedSkin offrent une protection imperméable 20K/20K, assurant une protection optimale contre les intempéries. Le traitement déperlant renforce la durabilité et la résistance à l&#039;eau. La conception Motion Fit™ garantit une totale liberté de mouvement, essentielle pour les descentes techniques et les figures en snowboard. Confectionnée à partir de matériaux recyclés, cette salopette est à la fois écoresponsable et performante. Les aérations latérales permettent une ventilation efficace pour réguler la température corporelle durant l&#039;effort.Les trois poches zippées offrent des espaces de rangement pratiques pour les petits objets essentiels. Les bretelles et la taille réglables assurent un ajustement parfait, permettant aux skieurs et aux snowboarders de rester confortable toute la journée sur les pistes, mais surtout hors des sentiers battus.";"LC2603500";"Neuf";"SALOMON";"";"in stock";"1";"";"";"En stock";"XXL";"https://www.ekosport.fr/salomon-absolute-3l-bib-p-K121012";"K121012";"Homme";"";"SALOMON ABSOLUTE 3L BIB";"https://www.ekosport.fr/salomon-absolute-3l-bib-p-K121012?tai=K121012V035"
"0198720166905";"SALOMON Venom Anorak - Noir - taille S 2026";"https://iza.ekosport.fr/?P4E23158990717S1UE41267304763931V4";"K121013V015";"Ekosport > Nos Univers > Snowboard > Vêtement snowboard > Veste snowboard";"167.9";"299.900000";"https://res.cloudinary.com/ekoweb/image/upload/s--Ga4fitNU--/f_auto%2Ch_600%2Cq_auto:eco%2Cw_600/v1/products/K121013/views/k121013_venom-anorak_lc2609700_01";"Formant une parfaite troisième couche, le VENOM ANORAK de Salomon est un anorak de ski pour homme grandement polyvalente.N’intégrant aucune isolation, ce modèle forme une barrière légère, résistante et durable contre les intempéries grâce à sa membrane AdvancedSkin Dry imperméable et respirante 10K/10K. Sa coupe décontractée garantit un confort total, tandis que quelques détails fonctionnels facilitent la journée sur les skis.En plus de ses nombreuses poches, il possède une jupe pare-neige et une capuche compatible avec le port d’un casque.";"LC2609700";"Neuf";"SALOMON";"";"in stock";"1";"";"";"En stock";"S";"https://www.ekosport.fr/salomon-venom-anorak-p-K121013";"K121013";"Homme";"Noir";"SALOMON VENOM ANORAK";"https://www.ekosport.fr/salomon-venom-anorak-p-K121013?tai=K121013V015"
